标题,薪资,地点,经验,学历,岗位标签,岗位福利,公司名称,所属行业,融资情况,公司规模,公司规模1,SQL,PYTHON,R,EXCEL,SAS,HIVE,SPSS,PPT,BI,HADOOP,TABLEAU,SPARK,MYSQL,JAVA,ORACLE,LINUX,OFFICE,MATLAB,SVM,ERP,SCALA,PANDAS,NLP,TENSORFLOW,INSIGHTS,POWERBI,MONGODB,GEKKO,HBASE
数据分析师（风控建模方向）,15k-30k,北京 ,经验1-3年 ,硕士及以上 ,"大数据,征信,数据分析","五险一金,免费午餐,下午茶,独立四合院",中诚信征信,"数据服务,人工智能",不需要融资,150-500人,150-500人,T,T,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,17k-30k,北京 ,经验5-10年 ,本科及以上 ,"BI,可视化,SQL,数据库",16薪 周末双休 极客文化 弹性工作,喜马拉雅,"移动互联网,文娱丨内容",D轮及以上,华山资本WestSummit Capital、汉景家族办公室(B轮)，SIG海纳亚洲、KPCB凯鹏华盈中国、Sierra Ventures(A轮),,T,T,F,F,F,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,北京 ,经验应届毕业生 ,本科及以上 ,大数据,"年度旅游,带薪休假,绩效奖励,五险一金",百融云创,金融,C轮,国家主权基金领投、红衫资本增持(C轮),,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,北京 ,经验1-3年 ,本科及以上 ,"数据分析,SQL",公司规模大 五险一金 发展空间大,有利网,金融,不需要融资,晨兴资本(B轮)，软银中国(A轮)，高瓴资本(C轮),,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,北京 ,经验1-3年 ,本科及以上 ,"互联网金融,数据分析","六险一金,带薪假期,工作居住证,外资团队",PINTEC,"移动互联网,金融",上市公司,150-500人,150-500人,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,北京 ,经验3-5年 ,本科及以上 ,MySQL,"15薪,13天年假,三餐，每月3天病假",贝壳,房产家居,D轮及以上,2000人以上,2000人以上,T,F,T,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,北京 ,经验1-3年 ,本科及以上 ,"数据分析,SQL,数据库","带薪年假,,五险一金，地铁周边",百乘金科集团,金融,上市公司,2000人以上,2000人以上,T,F,F,T,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,17k-23k,北京 ,经验3-5年 ,本科及以上 ,数据分析,五险一金，年终奖，免费体检，免费班车,泰康在线,"移动互联网,金融",不需要融资,500-2000人,500-2000人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,20k-30k,北京 ,经验3-5年 ,本科及以上 ,"BI,SQL,SPSS",成长快、氛围好、领导好,达达-京东到家,消费生活,D轮及以上,红杉中国、DST(D轮及以上),,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,北京 ,经验1-3年 ,本科及以上 ,数据分析,五险一金、周末双休,和信贷,金融,上市公司,150-500人,150-500人,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析（HRBI）,16k-30k,北京 ,经验5-10年 ,本科及以上 ,"商业,BI,数据分析",优秀团队，发展空间,美团点评,消费生活,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（数据产品开发与...,15k-30k,北京 ,经验3-5年 ,本科及以上 ,"移动互联网,金融,数据分析,数据运营,SQL",弹性工作，不打卡，领导nice，补充医疗,天创信用,"移动互联网,金融",B轮,150-500人,150-500人,T,T,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,北京 ,经验应届毕业生 ,本科及以上 ,数据分析,"福利好,环境好,扁平化,领导是大牛",百融云创,金融,C轮,国家主权基金领投、红衫资本增持(C轮),,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师-03,13k-25k,北京 ,经验1-3年 ,本科及以上 ,"金融,数据分析",14薪；年轻有活力的团队；五险一金；,希为科技,"企业服务,金融",不需要融资,50-150人,50-150人,T,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（流媒体方向）,20k-40k,北京 ,经验1-3年 ,本科及以上 ,"大数据,数据分析",大平台、数据量大、团队福利好,快手,文娱丨内容,D轮及以上,2000人以上,2000人以上,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,北京 ,经验3-5年 ,本科及以上 ,"商业,数据分析,数据库",发展空间大 福利好 氛围轻松自由,V.FINE MUSIC,"企业服务,文娱丨内容",A轮,真格基金(天使轮)，贝塔斯曼BAI，星瀚资本(天使轮),,F,F,F,T,F,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,8k-10k,北京 ,经验不限 ,本科及以上 ,数据分析,"五险一金,补充医疗,带薪年假,大牛团队",人民在线,"数据服务,移动互联网",不需要融资,150-500人,150-500人,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,北京 ,经验1-3年 ,本科及以上 ,数据分析,扁平化管理，团队nice,源梦伟业,"移动互联网,数据服务",未融资,50-150人,50-150人,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-20k,北京 ,经验1-3年 ,本科及以上 ,"教育,数据分析,SQL",带薪年假 员工旅游 团队nice,比邻东方——新东方青少年外教直播,教育,不需要融资,150-500人,150-500人,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
有品-数据分析师,15k-30k,北京 ,经验3-5年 ,本科及以上 ,运营,"发展空间大,绩效激励,每日餐补",小米,硬件,D轮及以上,2000人以上,2000人以上,T,T,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-30k,北京 ,经验3-5年 ,本科及以上 ,"教育,BI,数据分析",五一9天假、双休、旅游津贴、nice领导,猿辅导,"移动互联网,教育",D轮及以上,"腾讯公司领投，华平投资集团、经纬中国和IDG原有股东跟投(D轮及以上)，投资方为 PE 华平投资集团，腾讯公司跟投(D轮及以上)，腾讯(D轮及以上)，CMC、新天域资本、IDG、经纬(D轮及以上)，经纬、IDG(B轮,C轮)，IDG(A轮)",,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,8k-13k,北京 ,经验1-3年 ,本科及以上 ,"互联网金融,数据分析",六险一金 快速发展 团队旅行,随行付金科,"移动互联网,金融",未融资,150-500人,150-500人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-20k,北京 ,经验1-3年 ,本科及以上 ,数据分析,核心业务,美团点评,消费生活,上市公司,2000人以上,2000人以上,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-20k,北京 ,经验1-3年 ,本科及以上 ,数据分析,七险一金,火花思维,"移动互联网,教育",C轮,北极光创投、龙湖资本、红杉资本、IDG资本、光速中国、山行资本及金沙江创投(C轮)，红杉资本、IDG、山行(B轮)，IDG、山行(B轮),,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,8k-15k,北京 ,经验1-3年 ,本科及以上 ,"大数据,数据分析","五险一金,补充医疗,大平台,技术大咖多",人民在线,"数据服务,移动互联网",不需要融资,150-500人,150-500人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F
数据分析师,20k-25k,北京 ,经验3-5年 ,本科及以上 ,"电商,新零售,数据分析,数据运营","独角兽公司,发展空间大,核心业务",爱回收,"电商,消费生活",D轮及以上,老虎基金，京东(D轮及以上)，凯辉基金、达晨创投、京东、天图资本、晨兴创投、前海母基金(D轮及以上)，京东，晨兴资本，世界银行，天图资本(C轮)，IFC(B轮)，晨星创投(A轮)，晨兴创投(天使轮),,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,18k-35k,北京 ,经验3-5年 ,本科及以上 ,"大数据,数据分析",年薪奖，餐补,小米,硬件,D轮及以上,2000人以上,2000人以上,T,T,T,T,F,T,F,T,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
23048-数据分析师,18k-36k,北京 ,经验3-5年 ,本科及以上 ,"数据挖掘,数据分析","大平台,新领域,大咖多",腾讯,社交,上市公司,2000人以上,2000人以上,T,T,T,F,T,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析,10k-20k,北京 ,经验不限 ,本科及以上 ,"金融,数据分析","五险一金,定期体检,每月补贴",瑞银信,"移动互联网,金融",不需要融资,2000人以上,2000人以上,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,13k-25k,北京 ,经验3-5年 ,本科及以上 ,数据分析,六险一金，弹性工作，免费三餐，租房补贴,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,T,F,F,T,F,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
大数据分析师,10k-20k,北京 ,经验不限 ,本科及以上 ,"教育,算法,数据挖掘,数据分析","发展空间大,待遇高,各种补贴",泛钛客,"金融,数据服务",A轮,150-500人,150-500人,T,T,T,F,F,T,F,F,F,F,T,T,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F
数据分析师（业务支持）,10k-15k,北京 ,经验1-3年 ,本科及以上 ,数据分析,大平台 成长快,美团点评,消费生活,上市公司,2000人以上,2000人以上,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
大数据研发工程师-大数据分...,18k-35k,北京 ,经验3-5年 ,本科及以上 ,"算法,搜索,数据挖掘,数据分析","团队稳定,周末双休,薪资待遇好",有利网,金融,不需要融资,晨兴资本(B轮)，软银中国(A轮)，高瓴资本(C轮),,F,F,F,F,F,T,F,F,F,T,F,F,T,T,F,T,F,F,F,F,T,F,F,F,F,F,F,F,T
数据分析师,15k-30k,北京 ,经验1-3年 ,学历不限 ,数据分析,零食水果 免费晚餐 发展空间大,快看漫画,文娱丨内容,D轮及以上,Coatue Management、华人文化产业投资基金、襄禾资本等(D轮及以上),,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,20k-40k,北京 ,经验3-5年 ,本科及以上 ,"SQL,BI,可视化,数据分析",带薪年假 商业保险,Aibee,"移动互联网,企业服务",A轮,150-500人,150-500人,T,T,T,T,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F
数据分析师,15k-25k,北京 ,经验3-5年 ,本科及以上 ,数据分析,五险一金 地铁周边 周末双休 带薪年假,和信贷,金融,上市公司,150-500人,150-500人,T,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析（资金方向）,15k-25k,北京 ,经验1-3年 ,本科及以上 ,分析师,"氛围棒棒哒,帅哥美女多,专业大牛",美利金融,金融,B轮,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,北京 ,经验1-3年 ,本科及以上 ,"数据分析,数据库,SQL,可视化",精英团队，创业初期，前景光明,逍遥志科技,"移动互联网,金融",A轮,顺为、高榕、真格(天使轮),,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,13k-20k,北京 ,经验1-3年 ,本科及以上 ,"房产服务,BI,数据分析,商业","时间灵活,领导好,工作环境好,氛围轻松",北京链家,房产家居,不需要融资,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师-增长方向,10k-20k,北京 ,经验1-3年 ,本科及以上 ,数据分析,六险一金，弹性工作，免费三餐，租房补贴,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,北京 ,经验1-3年 ,本科及以上 ,数据分析,互联网金融 期权激励 六险一金 优秀团队,她理财,金融,A轮,"华创资本(A轮,天使轮)",,F,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-20k,北京 ,经验3-5年 ,本科及以上 ,,大数据平台、五险一金、年终奖、司龄津贴,彩讯股份,"移动互联网,消费生活",上市公司,500-2000人,500-2000人,F,F,F,T,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,北京 ,经验3-5年 ,本科及以上 ,"电商,商业,BI","五险一金,弹性工作,扁平管理,大牛带队",美住,"消费生活,电商",A轮,500-2000人,500-2000人,T,F,F,T,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-30k,北京 ,经验3-5年 ,本科及以上 ,数据分析,发展空间大,美团点评,消费生活,上市公司,2000人以上,2000人以上,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,20k-30k,北京 ,经验3-5年 ,本科及以上 ,"SPSS,SQL,数据分析",六险一金、弹性上下班、16薪,旅悦,旅游,不需要融资,500-2000人,500-2000人,T,F,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师-用户增长方向,15k-30k,北京 ,经验3-5年 ,本科及以上 ,"数据分析,SQL","牛人团队,带薪年假,16薪考核,快速成长",微聚未来,"移动互联网,金融",不需要融资,500-2000人,500-2000人,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师-用户增长方向,18k-35k,北京 ,经验3-5年 ,本科及以上 ,数据分析,六险一金 扁平管理 空间大,雪球,金融,D轮及以上,蚂蚁金服(D轮及以上)，人人集团(C轮)，晨兴创投(B轮)，红杉资本(A轮),,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,北京 ,经验1-3年 ,本科及以上 ,"BI,数据分析",团队氛围好、发展空间大,VIPKID,教育,D轮及以上,Coatue、腾讯公司、红杉资本中国基金、云锋基金(D轮及以上)，腾讯、云锋基金、经纬创投、真格基金、ZTwo Capital(D轮及以上)，科比基金战略投资(C轮)，云锋基金、红杉资本(C轮)，北极光创投、经纬中国、红杉资本、创新工场(B轮)，经纬中国、创新工场、红杉资本(A轮)，创新工场(天使轮),,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师(J10437),10k-20k,北京 ,经验1-3年 ,本科及以上 ,"移动互联网,教育,数据分析",年底双薪，技术氛围好，偏平化管理风格,伴鱼口语,移动互联网,C轮,合鲸资本(C轮)，JAFCO(B轮)，SIG(A轮),,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,北京 ,经验3-5年 ,本科及以上 ,移动互联网,上市公司，六险一金，工作氛围好,掌阅,文娱丨内容,上市公司,500-2000人,500-2000人,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师（大数据AI行业）,20k-40k,北京 ,经验5-10年 ,本科及以上 ,"数据分析,SPSS",弹性上下班交通便利下午茶住房补贴,绿湾科技,"企业服务,数据服务",B轮,150-500人,150-500人,T,F,F,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-20k,北京 ,经验3-5年 ,本科及以上 ,"医疗健康,大数据,数据分析,BI,数据运营,数据库",大健康产业生态前景无限,泰康保险集团,金融,不需要融资,2000人以上,2000人以上,T,T,T,F,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,20k-40k,北京 ,经验3-5年 ,本科及以上 ,汽车,逻辑强大 构建平台,信产集团,"移动互联网,电商",不需要融资,2000人以上,2000人以上,T,F,F,F,F,T,F,F,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,30k-50k,北京 ,经验3-5年 ,本科及以上 ,"MySQL,Scala,数据分析",福利好，成长高,贝壳,房产家居,D轮及以上,2000人以上,2000人以上,T,T,F,T,F,T,F,F,T,F,T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,18k-30k,北京 ,经验3-5年 ,本科及以上 ,数据分析,六险一金，弹性工作，免费三餐，租房补贴,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析专家,20k-40k,北京 ,经验5-10年 ,本科及以上 ,"可视化,BI,商业,数据分析",成长空间大，五险一金,玖富数科集团,金融,D轮及以上,2000人以上,2000人以上,F,T,T,F,F,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,北京 ,经验3-5年 ,本科及以上 ,"大数据,数据运营",五险一金，加班打车，餐饮补贴，环境高大上,北京华悦数金,"移动互联网,金融",不需要融资,2000人以上,2000人以上,F,F,F,F,T,F,T,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-18k,北京 ,经验3-5年 ,本科及以上 ,"互联网金融,Oracle,数据分析,Hive",六险一金 快速发展 团队旅行,随行付金科,"移动互联网,金融",未融资,150-500人,150-500人,F,T,T,F,F,T,T,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F
数据分析师,15k-20k,北京 ,经验1-3年 ,本科及以上 ,"数据挖掘,数据分析",公司规模大 领导nice 福利好,凤凰网,文娱丨内容,上市公司,2000人以上,2000人以上,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,20k-30k,北京 ,经验3-5年 ,本科及以上 ,"BI,数据分析",垂直领先，商业保险、技术氛围,宝宝树,社交,D轮及以上,500-2000人,500-2000人,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,北京 ,经验1-3年 ,硕士及以上 ,"商业,可视化,数据分析","期权激励,晋升空间大,优秀团队,蓝海领域",清帆科技,"移动互联网,教育",A轮,立思辰集团(A轮),,T,T,T,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,16k-24k,北京 ,经验不限 ,本科及以上 ,"教育,决策能力,业务流程管理",美国上市集团，热门行业，重点项目,朴新网校,教育,上市公司,2000人以上,2000人以上,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-30k,北京 ,经验3-5年 ,本科及以上 ,"数据分析,SQL,数据库",技术氛围好、福利待遇好,新东方在线,"移动互联网,教育",不需要融资,500-2000人,500-2000人,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,12k-20k,北京 ,经验1-3年 ,本科及以上 ,"广告营销,大数据,商业,数据分析,SPSS","颜值高,氛围好,周末双休",DataStory,数据服务,B轮,150-500人,150-500人,F,F,F,T,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师(J10177),10k-20k,北京 ,经验1-3年 ,本科及以上 ,"风控,分析师",六险一金；节日福利；年终奖,包银消费金融,金融,不需要融资,150-500人,150-500人,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,10k-20k,北京 ,经验1-3年 ,本科及以上 ,"大数据,金融,SQL,数据分析",弹性工作，不打卡，领导nice，补充医疗,天创信用,"移动互联网,金融",B轮,150-500人,150-500人,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据科学家 - 数据分析,30k-50k,北京 ,经验3-5年 ,硕士及以上 ,"ETL,MySQL,数据分析,数据处理","硅谷独角兽,独角兽,纯英文办公",Airbnb,移动互联网,D轮及以上,2000人以上,2000人以上,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,F,F,F
数据分析师-北京,15k-25k,北京 ,经验3-5年 ,本科及以上 ,"大数据,商业,BI,可视化,数据分析","五险一金,餐补,补充医疗,14薪",神策数据,数据服务,C轮,华平资本(C轮)，DCM资本领投，红杉资本中国基金跟投(B轮)，红杉资本、明势资本、线性资本、薛蛮子(A轮)，明势资本(天使轮)，线性资本(天使轮),,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师-增长方向,15k-30k,北京 ,经验3-5年 ,本科及以上 ,"数据分析,SQL",发展空间大,美柚,移动互联网,D轮及以上,中法创新基金领投、经纬创投(D轮及以上)，海纳亚洲创投基金（SIG）领投，经纬创投和险峰华兴(C轮),,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,20k-40k,北京 ,经验3-5年 ,本科及以上 ,数据分析,弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，职业大牛，晋升空间，五险一金,字节跳动,文娱丨内容,C轮,2000人以上,2000人以上,T,F,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-30k,北京 ,经验3-5年 ,本科及以上 ,"数据分析,SQL",团队氛围好、发展空间大,VIPKID,教育,D轮及以上,Coatue、腾讯公司、红杉资本中国基金、云锋基金(D轮及以上)，腾讯、云锋基金、经纬创投、真格基金、ZTwo Capital(D轮及以上)，科比基金战略投资(C轮)，云锋基金、红杉资本(C轮)，北极光创投、经纬中国、红杉资本、创新工场(B轮)，经纬中国、创新工场、红杉资本(A轮)，创新工场(天使轮),,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-25k,北京 ,经验3-5年 ,本科及以上 ,数据分析,"弹性工作,领导好,市场前景好",人人公司,"社交,金融",上市公司,2000人以上,2000人以上,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师-用户增长,15k-30k,北京 ,经验3-5年 ,本科及以上 ,"电商,新零售,Hive,MySQL,数据处理","C2M,牛人多,盈利平台",必要商城,电商,不需要融资,150-500人,150-500人,T,T,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-30k,北京 ,经验3-5年 ,本科及以上 ,数据分析,"14薪,公积金全额,年两次涨薪,免费午餐",LinkedME,"移动互联网,企业服务",A轮,险峰长青、金沙江(A轮)，宽带资本、云天使(A轮)，云天使基金(天使轮),,T,T,T,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,13k-25k,北京 ,经验1-3年 ,本科及以上 ,数据分析,待遇好，成长空间大,爱奇艺,文娱丨内容,上市公司,2000人以上,2000人以上,T,T,T,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
数据分析师,15k-20k,北京 ,经验1-3年 ,本科及以上 ,数据分析,公司氛围好，不打卡，带薪年假，免费零食,果粒科技,"移动互联网,金融",A轮,IDG资本、红杉资本(天使轮),,T,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F
数据分析师,9k-12k,北京 ,经验不限 ,大专及以上 ,"企业服务,移动互联网,数据分析,数据运营,数据库,SQL",五险一金 领导nice 上市公司理,彩讯股份,"移动互联网,消费生活",上市公司,500-2000人,500-2000人,T,T,T,F,F,T,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F
