排名,电影名称,年份,编剧,导演,主演,类型,类型4,国家2,片长2,评价人数,五星百分比,四星百分比,三星百分比,二星百分比,一星百分比,获奖情况1,获奖情况2,获奖情况3
No.130,真爱至上 Love Actually,-2003,编剧: 理查德·柯蒂斯,导演: 理查德·柯蒂斯,主演: 休·格兰特 / 科林·费尔斯 / 艾玛·汤普森 / 凯拉·奈特莉 / 连姆·尼森 / 托马斯·布罗迪-桑斯特 / 比尔·奈伊 / 马丁·弗瑞曼 / 劳拉·琳妮 / 艾伦·瑞克曼 / 克里斯·马歇尔 / 罗德里戈·桑托罗 / 罗温·艾金森 / 比利·鲍伯·松顿 / 玛汀·麦古基安 / 安德鲁·林肯 / 露西娅·莫尼斯 / 海克·玛卡琪更多...,导演: 理查德·柯蒂斯        编剧: 理查德·柯蒂斯        主演: 休·格兰特 / 科林·费尔斯 / 艾玛·汤普森 / 凯拉·奈特莉 / 连姆·尼森 / 托马斯·布罗迪-桑斯特 / 比尔·奈伊 / 马丁·弗瑞曼 / 劳拉·琳妮 / 艾伦·瑞克曼 / 克里斯·马歇尔 / 罗德里戈·桑托罗 / 罗温·艾金森 / 比利·鲍伯·松顿 / 玛汀·麦古基安 / 安德鲁·林肯 / 露西娅·莫尼斯 / 海克·玛卡琪更多...        类型: 剧情 / 喜剧 / 爱情        官方网站: www.loveactually.com/        制片国家/地区: 英国 / 美国 / 法国        语言: 英语 / 葡萄牙语 / 法语        上映日期: 2003-09-07(多伦多电影节) / 2003-11-06(美国) / 2003-11-21(英国)        片长: 135 分钟        又名: 爱是您，爱是我(台) / 真的恋爱了(港) / 真情角落 / 真爱 / Love Actually Is All Around        IMDb链接: tt0314331,类型: 剧情 / 喜剧 / 爱情 ,地区: 英国 / 美国 / 法国 ,片长: 135 分钟 ,387834,45.40%,38.50%,14.60%,1.30%,0.30%,第61届金球奖                        电影类 最佳音乐/喜剧片(提名),第61届金球奖                        电影类 最佳编剧(提名)            理查德·柯蒂斯,第57届英国电影学院奖                        电影奖 最佳英国影片(提名)            埃里克·菲尔纳 / 理查德·柯蒂斯 / 蒂姆·贝文 / Duncan Kenworthy
No.131,谍影重重3 The Bourne Ultimatum,-2007,编剧: 托尼·吉尔罗伊 / 斯科特·Z·本恩斯,导演: 保罗·格林格拉斯,主演: 马特·达蒙 / 朱丽娅·斯蒂尔斯 / 大卫·斯特雷泽恩 / 斯科特·格伦 / 帕迪·康斯戴恩 / 埃德加·拉米雷兹 / 阿尔伯特·芬尼 / 琼·艾伦 / Tom Gallop / 克里·约翰逊 / 丹尼尔·布鲁尔 / 乔伊·安沙 / 科林·斯廷顿 / 丹·弗雷登堡 / Lucy Liemann更多...,导演: 保罗·格林格拉斯        编剧: 托尼·吉尔罗伊 / 斯科特·Z·本恩斯        主演: 马特·达蒙 / 朱丽娅·斯蒂尔斯 / 大卫·斯特雷泽恩 / 斯科特·格伦 / 帕迪·康斯戴恩 / 埃德加·拉米雷兹 / 阿尔伯特·芬尼 / 琼·艾伦 / Tom Gallop / 克里·约翰逊 / 丹尼尔·布鲁尔 / 乔伊·安沙 / 科林·斯廷顿 / 丹·弗雷登堡 / Lucy Liemann更多...        类型: 动作 / 悬疑 / 惊悚                制片国家/地区: 美国 / 德国        语言: 英语 / 法语 / 阿拉伯语 / 俄语 / 西班牙语        上映日期: 2007-11-15(中国大陆) / 2007-08-03(美国)        片长: 115分钟        又名: 叛谍追击3：最后通牒(港) / 神鬼认证：最后通牒 (台) / 伯恩的最后通牒 / 终极伯恩        IMDb链接: tt0440963,类型: 动作 / 悬疑 / 惊悚 ,地区: 美国 / 德国 ,片长: 115分钟 ,224721,48.90%,39.80%,10.60%,0.50%,0.10%,第80届奥斯卡金像奖                        最佳剪辑            克里斯多福·劳斯,第61届英国电影学院奖                        电影奖 最佳英国影片(提名)            托尼·吉尔罗伊 / Patrick Crowley / 斯科特·Z·本恩斯 / 保罗·格林格拉斯 / 弗兰克·马歇尔 / 乔治·诺非 / Paul Sandberg,第31届日本电影学院奖                        最佳外语片(提名)
No.132,电锯惊魂 Saw,-2004,编剧: 温子仁 / 雷·沃纳尔,导演: 温子仁,主演: 雷·沃纳尔 / 加利·艾尔维斯 / 丹尼·格洛弗 / 肯·梁 / 迪娜·迈耶 / 迈克·巴特斯 / 保罗·古德勒支 / 迈克尔·爱默生 / 本尼托·马丁内斯 / 肖妮·史密斯 / 麦肯兹·韦加 / 莫妮卡·波特 / 耐德·巴拉米 / 亚丽姗卓·全 / 托宾·贝尔更多...,导演: 温子仁        编剧: 温子仁 / 雷·沃纳尔        主演: 雷·沃纳尔 / 加利·艾尔维斯 / 丹尼·格洛弗 / 肯·梁 / 迪娜·迈耶 / 迈克·巴特斯 / 保罗·古德勒支 / 迈克尔·爱默生 / 本尼托·马丁内斯 / 肖妮·史密斯 / 麦肯兹·韦加 / 莫妮卡·波特 / 耐德·巴拉米 / 亚丽姗卓·全 / 托宾·贝尔更多...        类型: 悬疑 / 惊悚 / 恐怖                制片国家/地区: 美国        语言: 英语        上映日期: 2004-01-19(圣丹斯电影节) / 2004-10-29(美国)        片长: 103分钟        又名: 夺魂锯(台) / 恐惧斗室(港) / 你死我活 / 链锯惊魂        IMDb链接: tt0387564,类型: 悬疑 / 惊悚 / 恐怖 ,地区: 美国 ,片长: 103分钟 ,246332,49.30%,37.70%,11.60%,1.00%,0.40%,第14届MTV电影奖                        MTV电影奖 最佳惊恐戏表演(提名)            加利·艾尔维斯,,
No.133,萤火虫之墓 火垂るの墓,-1988,编剧: 高畑勋 / 野坂昭如,导演: 高畑勋,主演: 辰己努 / 白石绫乃 / 志乃原良子 / 山口朱美 / 端田宏三,导演: 高畑勋        编剧: 高畑勋 / 野坂昭如        主演: 辰己努 / 白石绫乃 / 志乃原良子 / 山口朱美 / 端田宏三        类型: 剧情 / 动画 / 战争                制片国家/地区: 日本        语言: 日语        上映日期: 1988-04-16(日本)        片长: 89 分钟        又名: 再见萤火虫(港) / 萤火挽歌 / 火帘之墓 / Hotaru no haka / Tombstone for Fireflies / Grave of the Fireflies / Tomb of the Fireflies        IMDb链接: tt0095327,类型: 剧情 / 动画 / 战争 ,地区: 日本 ,片长: 89 分钟 ,245376,52.50%,33.60%,10.90%,1.70%,1.30%,,,
No.134,萤火之森 蛍火の杜へ,-2011,编剧: 绿川幸,导演: 大森贵弘,主演: 佐仓绫音 / 内山昂辉 / 辻亲八 / 山本兼平 / 后藤弘树 / 今井麻美更多...,导演: 大森贵弘        编剧: 绿川幸        主演: 佐仓绫音 / 内山昂辉 / 辻亲八 / 山本兼平 / 后藤弘树 / 今井麻美更多...        类型: 剧情 / 爱情 / 动画 / 奇幻        官方网站: www.hotarubi.info        制片国家/地区: 日本        语言: 日语        上映日期: 2011-09-17(日本)        片长: 45分钟        又名: 萤火之社 / Hotarubi no mori e / To the Forest of Firefly Lights        IMDb链接: tt2061702,类型: 剧情 / 爱情 / 动画 / 奇幻 ,地区: 日本 ,片长: 45分钟 ,213377,52.80%,35.20%,10.80%,0.90%,0.30%,,,
No.135,疯狂原始人 The Croods,-2013,编剧: 克里斯·桑德斯 / 柯克·德·米科 / 约翰·克立斯,导演: 柯克·德·米科 / 克里斯·桑德斯,主演: 尼古拉斯·凯奇 / 艾玛·斯通 / 瑞恩·雷诺兹 / 凯瑟琳·基纳 / 克萝丽丝·利奇曼 / 克拉克·杜克 / 克里斯·桑德斯 / 兰迪·汤姆更多...,导演: 柯克·德·米科 / 克里斯·桑德斯        编剧: 克里斯·桑德斯 / 柯克·德·米科 / 约翰·克立斯        主演: 尼古拉斯·凯奇 / 艾玛·斯通 / 瑞恩·雷诺兹 / 凯瑟琳·基纳 / 克萝丽丝·利奇曼 / 克拉克·杜克 / 克里斯·桑德斯 / 兰迪·汤姆更多...        类型: 喜剧 / 动画 / 冒险                制片国家/地区: 美国        语言: 英语        上映日期: 2013-04-20(中国大陆) / 2013-02-15(柏林电影节) / 2013-03-22(美国)        片长: 98分钟        又名: 古鲁家族(港/台) / 克鲁德一家 / 疯狂家族        IMDb链接: tt0481499,类型: 喜剧 / 动画 / 冒险 ,地区: 美国 ,片长: 98分钟 ,455504,47.50%,39.80%,11.90%,0.70%,0.20%,第86届奥斯卡金像奖                        最佳动画长片(提名)            克里斯·桑德斯 / 柯克·德·米科 / 克里斯汀·贝尔森,第71届金球奖                        电影类 最佳动画长片(提名),第41届动画安妮奖                        最佳动画长片(提名)
No.136,东邪西毒 東邪西毒,-1994,编剧: 王家卫 / 金庸,导演: 王家卫,主演: 张国荣 / 林青霞 / 梁朝伟 / 张学友 / 张曼玉 / 刘嘉玲 / 梁家辉 / 杨采妮 / 邹兆龙更多...,导演: 王家卫        编剧: 王家卫 / 金庸        主演: 张国荣 / 林青霞 / 梁朝伟 / 张学友 / 张曼玉 / 刘嘉玲 / 梁家辉 / 杨采妮 / 邹兆龙更多...        类型: 剧情 / 动作 / 爱情 / 武侠 / 古装                制片国家/地区: 香港 / 台湾        语言: 粤语 / 汉语普通话        上映日期: 1994-09-17(中国大陆)        片长: 100分钟        又名: Ashes of Time        IMDb链接: tt0109688,类型: 剧情 / 动作 / 爱情 / 武侠 / 古装 ,地区: 香港 / 台湾 ,片长: 100分钟 ,316636,46.90%,38.30%,12.90%,1.40%,0.50%,第51届威尼斯电影节                        金奥赛拉奖 最佳摄影            杜可风,第31届台北金马影展                        金马奖 最佳改编剧本(提名)            王家卫,第14届香港电影金像奖                        最佳电影(提名)
No.137,喜宴 囍宴,-1993,编剧: 李安 / 冯光远 / 詹姆斯·夏慕斯,导演: 李安,主演: 赵文瑄 / 郎雄 / 归亚蕾 / 金素梅 / 米切尔·利希藤斯坦,导演: 李安        编剧: 李安 / 冯光远 / 詹姆斯·夏慕斯        主演: 赵文瑄 / 郎雄 / 归亚蕾 / 金素梅 / 米切尔·利希藤斯坦        类型: 剧情 / 喜剧 / 爱情 / 同性 / 家庭                制片国家/地区: 台湾 / 美国        语言: 汉语普通话 / 英语        上映日期: 1993-02(柏林电影节) / 1993-08-04(美国)        片长: 108分钟        又名: The Wedding Banquet        IMDb链接: tt0107156,类型: 剧情 / 喜剧 / 爱情 / 同性 / 家庭 ,地区: 台湾 / 美国 ,片长: 108分钟 ,173040,50.30%,42.20%,7.10%,0.30%,0.10%,第66届奥斯卡金像奖                        最佳外语片(提名),第43届柏林国际电影节                        金熊奖 最佳影片            李安,第30届台北金马影展                        金马奖 最佳剧情片
No.138,超能陆战队 Big Hero 6,-2014,编剧: 乔丹·罗伯茨 / 丹尼尔·吉尔森 / 罗伯特·L·贝尔德,导演: 唐·霍尔 / 克里斯·威廉姆斯,主演: 斯科特·安第斯 / 瑞恩·波特 / 丹尼尔·海尼 / T·J·米勒 / 杰米·钟 / 小达蒙·韦恩斯 / 珍尼希斯·罗德里格兹 / 詹姆斯·克伦威尔 / 艾伦·图代克 / 玛娅·鲁道夫 / 亚布拉哈姆·本鲁比 / 凯蒂·洛斯 / 比利·布什 / 丹尼尔·吉尔森 / 保罗·布里格斯更多...,导演: 唐·霍尔 / 克里斯·威廉姆斯        编剧: 乔丹·罗伯茨 / 丹尼尔·吉尔森 / 罗伯特·L·贝尔德        主演: 斯科特·安第斯 / 瑞恩·波特 / 丹尼尔·海尼 / T·J·米勒 / 杰米·钟 / 小达蒙·韦恩斯 / 珍尼希斯·罗德里格兹 / 詹姆斯·克伦威尔 / 艾伦·图代克 / 玛娅·鲁道夫 / 亚布拉哈姆·本鲁比 / 凯蒂·洛斯 / 比利·布什 / 丹尼尔·吉尔森 / 保罗·布里格斯更多...        类型: 喜剧 / 动作 / 科幻 / 动画 / 冒险        官方网站: www.disneyanimation.com/projects/bighero6        制片国家/地区: 美国        语言: 英语        上映日期: 2015-02-28(中国大陆) / 2014-10-23(东京电影节) / 2014-11-07(美国)        片长: 102分钟        又名: 大英雄联盟(港) / 大英雄天团(台) / 六大英雄 / (●—●)        IMDb链接: tt2245084,类型: 喜剧 / 动作 / 科幻 / 动画 / 冒险 ,地区: 美国 ,片长: 102分钟 ,478011,45.00%,41.80%,12.20%,0.80%,0.20%,第87届奥斯卡金像奖                        最佳动画长片            唐·霍尔 / 克里斯·威廉姆斯 / 洛伊·康利,第72届金球奖                        电影类 最佳动画长片(提名),第42届动画安妮奖                        最佳动画长片(提名)
No.139,贫民窟的百万富翁 Slumdog Millionaire,-2008,编剧: 西蒙·博福伊 / 维卡斯·史瓦卢普,导演: 丹尼·博伊尔 / 洛芙琳·坦丹,主演: 戴夫·帕特尔 / 沙鲁巴·舒克拉 / 亚尼·卡普 / 拉詹德拉纳斯·祖特施 / 吉尼瓦·塔瓦尔 / 芙蕾达·平托 / 伊尔凡·可汗 / 爱资哈尔丁·穆罕默德·伊斯梅尔 / 阿什·马赫什·舍德卡 / 马赫什·曼杰瑞卡 / 麦活·米泰尔更多...,导演: 丹尼·博伊尔 / 洛芙琳·坦丹        编剧: 西蒙·博福伊 / 维卡斯·史瓦卢普        主演: 戴夫·帕特尔 / 沙鲁巴·舒克拉 / 亚尼·卡普 / 拉詹德拉纳斯·祖特施 / 吉尼瓦·塔瓦尔 / 芙蕾达·平托 / 伊尔凡·可汗 / 爱资哈尔丁·穆罕默德·伊斯梅尔 / 阿什·马赫什·舍德卡 / 马赫什·曼杰瑞卡 / 麦活·米泰尔更多...        类型: 剧情 / 爱情        官方网站: www.foxsearchlight.com/slumdogmillionaire/        制片国家/地区: 英国 / 美国        语言: 英语 / 印地语 / 法语        上映日期: 2009-03-26(中国大陆) / 2008-08-30(特柳赖德电影节) / 2009-01-09(英国)        片长: 120 分钟        又名: 贫民百万富翁(台) / 一百万零一夜(港) / 贫民富翁 / 山寨富翁 / 阳光小阿三(豆友译名)        IMDb链接: tt1010048,类型: 剧情 / 爱情 ,地区: 英国 / 美国 ,片长: 120 分钟 ,458159,41.40%,44.90%,12.80%,0.80%,0.20%,第81届奥斯卡金像奖                        最佳影片            克里斯蒂安·科尔森,第66届金球奖                        电影类 最佳剧情片,第22届欧洲电影奖                        观众选择奖
No.140,唐伯虎点秋香 唐伯虎點秋香,-1993,编剧: 李力持 / 谷德昭 / 陈文强,导演: 李力持,主演: 周星驰 / 巩俐 / 陈百祥 / 郑佩佩 / 朱咪咪 / 梁家仁 / 苑琼丹 / 梁荣忠 / 黄一山 / 黄霑 / 吴镇宇 / 刘家辉 / 蓝洁瑛 / 谷德昭 / 陈辉虹 / 李健仁 / 宣萱 / 温翠苹更多...,导演: 李力持        编剧: 李力持 / 谷德昭 / 陈文强        主演: 周星驰 / 巩俐 / 陈百祥 / 郑佩佩 / 朱咪咪 / 梁家仁 / 苑琼丹 / 梁荣忠 / 黄一山 / 黄霑 / 吴镇宇 / 刘家辉 / 蓝洁瑛 / 谷德昭 / 陈辉虹 / 李健仁 / 宣萱 / 温翠苹更多...        类型: 喜剧 / 爱情 / 古装                制片国家/地区: 香港        语言: 粤语        上映日期: 1993-07-01(香港)        片长: 102 分钟        又名: Flirting Scholar        IMDb链接: tt0108289,类型: 喜剧 / 爱情 / 古装 ,地区: 香港 ,片长: 102 分钟 ,448856,40.50%,44.60%,13.90%,0.80%,0.20%,,,
No.141,蝙蝠侠：黑暗骑士崛起 The Dark Knight Rises,-2012,编剧: 大卫·S·高耶 / 乔纳森·诺兰 / 克里斯托弗·诺兰,导演: 克里斯托弗·诺兰,主演: 克里斯蒂安·贝尔 / 汤姆·哈迪 / 安妮·海瑟薇 / 约瑟夫·高登-莱维特 / 玛丽昂·歌迪亚 / 加里·奥德曼 / 迈克尔·凯恩 / 摩根·弗里曼 / 朱诺·坦普尔 / 乔什·平茨 / 丹尼尔·逊亚塔 / 内斯特·卡博内尔 / 伯恩·戈曼 / 连姆·尼森 / 乔伊·金 / 艾丹·吉伦 / 基里安·墨菲 / 乔什·斯图沃特 / 马修·莫迪恩 / 本·门德尔森更多...,导演: 克里斯托弗·诺兰        编剧: 大卫·S·高耶 / 乔纳森·诺兰 / 克里斯托弗·诺兰        主演: 克里斯蒂安·贝尔 / 汤姆·哈迪 / 安妮·海瑟薇 / 约瑟夫·高登-莱维特 / 玛丽昂·歌迪亚 / 加里·奥德曼 / 迈克尔·凯恩 / 摩根·弗里曼 / 朱诺·坦普尔 / 乔什·平茨 / 丹尼尔·逊亚塔 / 内斯特·卡博内尔 / 伯恩·戈曼 / 连姆·尼森 / 乔伊·金 / 艾丹·吉伦 / 基里安·墨菲 / 乔什·斯图沃特 / 马修·莫迪恩 / 本·门德尔森更多...        类型: 剧情 / 动作 / 科幻 / 惊悚 / 犯罪        官方网站: www.thedarkknightrises.com        制片国家/地区: 美国 / 英国        语言: 英语 / 阿拉伯语        上映日期: 2012-08-27(中国大陆) / 2012-07-20(美国)        片长: 165分钟        又名: 蝙蝠侠前传3：黑暗骑士崛起 / 黑暗骑士：黎明升起(台) / 蝙蝠侠：夜神起义(港) / 蝙蝠侠前传3：黑骑再起 / 蝙蝠侠7：黑暗骑士崛起 / 暗夜骑士崛起 / T.D.K.R. / TDKR / Batman 3: The Dark Knight Rises        IMDb链接: tt1345836,类型: 剧情 / 动作 / 科幻 / 惊悚 / 犯罪 ,地区: 美国 / 英国 ,片长: 165分钟 ,362067,46.90%,39.80%,11.90%,1.10%,0.30%,第36届日本电影学院奖                        最佳外语片(提名),第22届MTV电影奖                        MTV电影奖 年度电影(提名),第19届美国演员工会奖                        电影最佳特技群戏(提名)            乔恩·博瑞尔 / 罗伊·T·安德森  / Dan Brown / 瑞克·艾弗里 / Tony Alameda
No.142,记忆碎片 Memento,-2000,编剧: 克里斯托弗·诺兰 / 乔纳森·诺兰,导演: 克里斯托弗·诺兰,主演: 盖·皮尔斯 / 凯瑞-安·莫斯 / 乔·潘托里亚诺 / 小马克·布恩 / 拉什·费加 / 乔雅·福克斯 / 斯蒂芬·托布罗斯基 / 哈里特·桑塞姆·哈里斯 / 托马斯·列农 / 考乐姆·吉斯·雷尼 / 金伯利·坎贝尔 / 玛丽安妮·穆勒雷尔 / 拉里·霍尔登更多...,导演: 克里斯托弗·诺兰        编剧: 克里斯托弗·诺兰 / 乔纳森·诺兰        主演: 盖·皮尔斯 / 凯瑞-安·莫斯 / 乔·潘托里亚诺 / 小马克·布恩 / 拉什·费加 / 乔雅·福克斯 / 斯蒂芬·托布罗斯基 / 哈里特·桑塞姆·哈里斯 / 托马斯·列农 / 考乐姆·吉斯·雷尼 / 金伯利·坎贝尔 / 玛丽安妮·穆勒雷尔 / 拉里·霍尔登更多...        类型: 剧情 / 悬疑 / 惊悚 / 犯罪                制片国家/地区: 美国        语言: 英语        上映日期: 2000-09-05(威尼斯电影节) / 2000-10-20(英国) / 2001-05-25(美国)        片长: 113分钟        又名: 失忆 / 记忆拼图(台) / 凶心人(港) / 记忆迷局 / Amnesia        IMDb链接: tt0209144,类型: 剧情 / 悬疑 / 惊悚 / 犯罪 ,地区: 美国 ,片长: 113分钟 ,336804,43.80%,42.60%,12.20%,1.10%,0.30%,第74届奥斯卡金像奖                        最佳原创剧本(提名)            克里斯托弗·诺兰 / 乔纳森·诺兰,第74届奥斯卡金像奖                        最佳剪辑(提名)            多迪·道恩,第2届美国电影学会奖                        年度佳片
